owner,artist,plays,minutes,first_played,last_played,rank_in_owner,shared_by_both
Roman,Skindred,154,320.9,2021-09-26,2025-12-11,77,False
Roman,Marshmello,152,295.2,2019-09-13,2021-11-17,78,True
Roman,Crossfaith,150,412.5,2022-04-10,2026-01-30,79,False
Roman,Avenged Sevenfold,146,289.2,2021-04-18,2026-03-27,80,False
Roman,Make Them Suffer,143,360.3,2021-08-08,2026-05-06,81,False
Roman,Twenty One Pilots,142,295.1,2019-09-12,2026-04-25,82,False
Roman,Will Ramos,142,549.6,2023-05-05,2026-04-14,83,False
Roman,Asking Alexandria,141,218.7,2021-06-04,2025-12-21,84,False
Roman,Sum 41,141,206.5,2021-08-05,2023-05-07,85,False
Roman,Parallyx,140,488.7,2024-10-06,2025-10-04,86,False
Roman,Invent Animate,137,409.7,2023-04-20,2025-11-25,87,False
Roman,Killabite Media,137,311.0,2021-01-05,2021-03-25,88,False
Roman,ファントムシータ,133,439.2,2026-02-15,2026-04-09,89,False
Roman,Kingdom Of Giants,132,441.7,2023-05-31,2026-02-12,90,False
Roman,Black Spikes,126,449.0,2025-09-11,2026-03-25,91,False
Roman,Falling In Reverse,126,104.7,2020-08-06,2024-11-08,92,False
Roman,Tetrarch,122,367.1,2021-10-15,2026-02-09,93,False
Roman,Dropout Kings,121,238.9,2021-11-21,2023-06-20,94,False
Roman,TesseracT,120,564.2,2023-08-22,2025-12-11,95,False
Roman,Cursed Earth,119,225.5,2024-01-25,2024-05-22,96,False
Roman,Lorna Shore,119,445.6,2022-04-09,2026-01-29,97,False
Roman,My Darkest Days,119,224.7,2020-11-22,2023-03-28,98,False
Roman,In Flames,118,307.6,2021-09-26,2026-05-02,99,False
Roman,Nine Lashes,118,281.9,2021-05-27,2024-08-29,100,False
Roman,LoFi Tokyo,116,351.2,2026-02-12,2026-02-16,101,False
Roman,Chevelle,114,242.9,2020-12-03,2023-05-28,102,False
Roman,Korn,110,161.2,2021-08-01,2026-03-24,103,False
Roman,Architects,109,154.2,2021-07-11,2026-05-06,104,False
Roman,Utsu-P,105,235.5,2024-07-05,2026-04-27,105,False
Roman,System Of A Down,104,119.8,2021-04-01,2026-05-06,106,False
Roman,Escape the Fate,103,197.0,2021-04-25,2026-04-16,107,False
Roman,Bebe Rexha,102,94.5,2019-09-10,2021-02-21,108,True
Roman,Skillet,102,75.8,2020-11-26,2023-05-07,109,False
Roman,花冷え。,102,250.6,2023-05-01,2026-02-23,110,False
Roman,Bodysnatcher,99,241.4,2023-08-22,2025-04-28,111,False
Roman,Eluveitie,99,281.0,2022-06-08,2024-08-27,112,False
Roman,Hacktivist,99,247.3,2022-06-22,2025-04-01,113,False
Roman,Gore.,98,269.8,2024-07-09,2025-12-01,114,False
Roman,Apocalyptica,96,197.5,2020-11-22,2024-05-01,115,False
Roman,Egypt Central,96,178.3,2020-11-17,2023-06-04,116,False
Roman,Fit For An Autopsy,96,309.2,2023-07-31,2025-12-15,117,False
Roman,Miss May I,96,260.7,2021-12-03,2026-02-23,118,False
Roman,Morphide,96,367.2,2025-11-30,2026-04-28,119,False
Roman,Shinedown,96,157.1,2020-11-15,2023-10-27,120,False
Roman,The Devil Wears Prada,96,264.6,2022-03-30,2026-05-06,121,False
Roman,Bullet For My Valentine,95,118.4,2020-11-15,2026-03-24,122,False
Roman,Pierce The Veil,94,202.3,2021-09-12,2024-05-16,123,False
Roman,Mirar,93,388.9,2024-01-21,2025-02-24,124,False
Roman,BAND-MAID,92,217.7,2021-09-28,2023-07-26,125,False
Roman,Dal Av,92,232.6,2023-06-14,2025-12-04,126,False
Roman,X-Ecutioners,90,283.0,2022-03-14,2023-06-18,127,False
Roman,10 Years,89,175.7,2021-04-03,2024-01-09,128,False
Roman,Kobo Kanaeru,89,289.7,2024-08-19,2026-04-10,129,False
Roman,Solence,89,241.9,2020-08-09,2023-10-03,130,False
Roman,Fall Out Boy,88,49.3,2019-09-12,2023-12-08,131,True
Roman,NOTHING MORE,88,182.2,2020-12-06,2026-03-27,132,False
Roman,Halocene,87,29.0,2020-06-18,2023-06-19,133,False
Roman,Parkway Drive,87,128.2,2021-09-14,2026-01-06,134,False
Roman,Discrepancies,86,165.9,2022-05-13,2023-09-14,135,False
Roman,IRyS,85,337.6,2024-08-04,2024-08-23,136,False
Roman,The Offspring,85,55.5,2020-12-22,2023-05-01,137,False
Roman,Her Last Sight,83,211.5,2024-11-25,2025-11-30,138,False
Roman,Kanonenfieber,83,354.7,2024-06-10,2025-11-23,139,False
Roman,Dayseeker,82,192.4,2022-04-21,2026-03-04,140,False
Roman,Nik Nocturnal,82,167.6,2022-06-08,2025-12-15,141,False
Roman,The Chainsmokers,82,130.6,2019-09-10,2023-12-07,142,True
Roman,Billy Talent,81,227.0,2021-04-22,2023-06-07,143,False
Roman,Red Hot Chili Peppers,81,169.9,2021-09-22,2024-10-29,144,True
Roman,Samuel Kim,81,138.8,2026-03-20,2026-03-29,145,False
Roman,After The Burial,80,269.4,2023-04-15,2025-09-22,146,False
Roman,Cenobia,80,358.8,2025-09-28,2026-04-26,147,False
Roman,Volbeat,80,139.1,2021-06-07,2023-05-09,148,False
Roman,Alpha Wolf,79,175.4,2022-04-09,2025-01-09,149,False
Roman,SFINX,78,223.0,2025-08-31,2025-12-15,150,False
Roman,Sophie Powers,78,128.3,2021-12-03,2022-03-21,151,False
Roman,Halsey,77,116.2,2019-09-11,2021-01-22,152,True
Roman,The All-American Rejects,77,145.0,2019-09-12,2022-06-18,153,False
Roman,Finger Eleven,75,142.6,2021-04-08,2023-06-14,154,True
Roman,From Ashes to New,74,83.6,2021-09-10,2026-04-22,155,False
Roman,IAMONE,74,192.6,2025-08-31,2025-12-09,156,False
Roman,Conquer Divide,73,231.1,2021-11-15,2026-04-27,157,False
Roman,Memphis May Fire,73,120.2,2021-05-31,2025-12-14,158,False
Roman,TOOL,73,320.4,2021-09-22,2026-04-30,159,False
Roman,BLACKPINK,72,178.9,2019-10-02,2026-04-28,160,False
Roman,Cane Hill,72,150.5,2023-01-17,2025-12-10,161,False
Roman,Black Sabbath,70,210.5,2022-02-05,2026-02-28,162,False
Roman,Lacey Sturm,69,86.0,2022-01-15,2023-05-07,163,False
Roman,Good Charlotte,68,106.3,2021-04-22,2023-03-28,164,False
Roman,The Browning,68,153.3,2023-07-31,2026-02-23,165,False
Roman,All That Remains,67,131.0,2021-05-27,2025-06-19,166,False
Roman,Shakira,67,137.8,2019-09-12,2026-04-21,167,True
Roman,Taylor Swift,67,76.0,2019-09-10,2026-04-21,168,True
Roman,Within Temptation,67,155.2,2020-11-17,2025-10-15,169,False
Roman,JAY-Z,66,131.0,2022-03-14,2025-12-22,170,False
Roman,Post Malone,65,23.5,2019-09-06,2024-03-30,171,True
Roman,Rise Against,64,93.5,2020-12-03,2023-05-29,172,False
Roman,The Narrator,64,166.7,2023-11-20,2025-11-30,173,False
Roman,The Pretty Reckless,64,132.1,2021-04-01,2022-10-26,174,False
Roman,EarlyRise,63,154.9,2021-04-29,2022-04-09,175,False
Roman,Panic! At The Disco,63,113.2,2019-09-11,2022-08-10,176,False
Roman,Thornhill,63,171.5,2023-08-23,2026-05-06,177,False
Roman,Trivium,63,170.3,2021-08-08,2025-11-09,178,False
Roman,Vended,63,209.0,2021-10-22,2025-02-28,179,False
Roman,Bloodywood,62,192.9,2023-09-14,2026-02-26,180,False
Roman,Emmure,62,64.8,2022-06-21,2024-04-24,181,False
Roman,Oceans Ate Alaska,62,174.1,2022-02-23,2025-10-28,182,False
Roman,Rage Against The Machine,62,60.3,2021-09-16,2025-03-31,183,False
Roman,Zero 9:36,62,66.6,2021-07-11,2026-03-24,184,False
Roman,156/Silence,61,175.4,2024-10-17,2026-05-01,185,False
Roman,Adelitas Way,61,96.0,2021-01-31,2023-12-18,186,False
Roman,Imminence,61,141.1,2022-03-30,2026-05-06,187,False
Roman,Kurt Hugo Schneider,61,137.9,2020-05-21,2021-07-06,188,False
Roman,Metallica,61,55.6,2021-09-09,2024-11-01,189,True
Roman,NOVELISTS,61,179.4,2023-10-03,2026-01-29,190,False
Roman,SICK PUPPIES,61,71.2,2021-02-06,2026-03-22,191,False
Roman,SawanoHiroyuki[nZk],61,127.9,2022-01-03,2025-04-24,192,False
Roman,Windrunner,61,218.0,2024-11-25,2026-02-05,193,False
Roman,Deftones,60,102.9,2021-08-11,2024-11-29,194,False
Roman,Staind,60,110.5,2021-05-15,2023-10-09,195,False
Roman,ILLENIUM,58,143.2,2021-11-17,2024-06-17,196,False
Roman,Rihanna,58,99.4,2019-09-12,2026-04-21,197,True
Roman,Thirty Seconds To Mars,58,121.5,2021-01-31,2026-03-29,198,False
Roman,mgk,58,34.7,2019-09-12,2024-10-03,199,False
Roman,Fit For A King,57,128.8,2021-11-17,2025-11-19,200,False
Roman,Wind Rose,57,262.3,2023-09-14,2024-05-19,201,False
Roman,Bob Marley & The Wailers,56,167.0,2026-04-12,2026-04-28,202,False
Roman,Five Finger Death Punch,56,39.1,2020-11-22,2025-10-15,203,False
Roman,In This Moment,56,48.3,2021-05-16,2026-03-22,204,False
Roman,Nickelback,56,106.7,2019-09-12,2023-05-03,205,False
Roman,Otherwise,56,79.1,2021-04-22,2023-06-19,206,False
Roman,Paleface Swiss,56,179.7,2022-03-04,2025-12-02,207,False
Roman,Aviana,55,132.8,2022-02-27,2025-09-23,208,False
Roman,Bleed From Within,55,137.2,2021-12-15,2025-10-28,209,False
Roman,Dorothy,55,84.8,2022-02-05,2022-04-24,210,False
Roman,Imagine Dragons,55,73.5,2019-09-10,2026-02-23,211,True
Roman,The Amity Affliction,55,108.0,2021-11-17,2026-04-28,212,False
Roman,Butcher Babies,54,76.1,2021-08-06,2026-03-30,213,False
Roman,Waterparks,54,69.0,2021-09-15,2023-09-06,214,False
Roman,Evanescence,53,77.0,2020-07-09,2026-04-22,215,False
Roman,Fire From The Gods,53,80.4,2021-11-15,2023-05-21,216,False
Roman,Slaughter to Prevail,53,103.5,2021-12-02,2025-09-15,217,False
Roman,VEXED,53,175.6,2023-06-14,2025-04-28,218,False
Roman,Fireflight,52,124.6,2021-05-09,2022-01-01,219,False
Roman,Monuments,52,181.0,2022-03-30,2025-04-23,220,False
Roman,Norma Jean,52,179.6,2023-09-08,2026-04-23,221,False
Roman,P.O.D.,52,56.4,2021-09-09,2025-09-29,222,False
Roman,Pop Evil,52,88.7,2021-05-18,2026-01-27,223,False
Roman,Shrine of Malice,52,250.7,2024-05-10,2024-05-17,224,False
Roman,Abor & Tynna,51,142.4,2025-03-10,2025-05-09,225,False
Roman,Lauv,50,83.0,2019-09-11,2022-09-15,226,True
Roman,Like Moths To Flames,50,130.0,2022-03-19,2026-05-06,227,False
Roman,PassCode,50,161.4,2025-10-05,2025-10-24,228,False
Roman,Allt,49,123.5,2023-09-25,2025-12-10,229,False
Roman,Boundaries,49,103.2,2023-09-06,2024-12-26,230,False
Roman,Demon Hunter,49,105.1,2021-02-21,2025-09-15,231,False
Roman,Fort Minor,49,66.8,2022-04-10,2023-05-29,232,False
Roman,Future Static,49,137.5,2023-11-01,2025-11-08,233,False
Roman,椎名豪,49,106.7,2026-03-16,2026-03-29,234,False
Roman,Bush,48,95.1,2021-05-06,2023-06-19,235,False
Roman,Ice Spice,48,101.7,2024-10-08,2024-10-09,236,False
Roman,Point North,48,85.6,2021-09-15,2024-02-27,237,False
Roman,Shadow of Intent,48,132.3,2021-12-17,2025-12-04,238,False
Roman,Stone Sour,48,37.9,2021-07-17,2023-04-24,239,False
Roman,August Burns Red,47,137.9,2022-08-11,2026-04-28,240,False
Roman,Fight Or Flight,47,95.3,2021-04-30,2021-12-20,241,False
Roman,Lacuna Coil,47,126.5,2021-09-26,2025-11-12,242,False
Roman,Vana,47,116.8,2024-04-15,2025-04-15,243,False
Roman,KAROL G,46,160.4,2023-10-06,2025-09-16,244,False
Roman,Maphra,46,192.0,2026-02-16,2026-05-07,245,False
Roman,Chelsea Grin,45,93.7,2022-11-09,2025-04-04,246,False
Roman,Grey Daze,45,102.4,2021-09-25,2023-10-09,247,False
Roman,Our Demise,45,177.7,2025-05-05,2025-12-15,248,False
Roman,Our Last Night,45,64.1,2020-08-09,2026-04-20,249,False
Roman,Sixx:A.M.,45,80.0,2021-02-14,2022-04-19,250,False
Roman,Sleeping With Sirens,45,68.8,2021-10-09,2022-11-09,251,False
Roman,Black Veil Brides,44,60.8,2020-07-13,2024-04-30,252,False
Roman,Evans Blue,44,69.4,2020-12-15,2022-05-03,253,False
Roman,Veil Of Maya,44,99.0,2021-11-26,2025-04-20,254,False
Roman,Yellowcard,44,65.7,2021-05-09,2022-09-21,255,False
Roman,OTP,43,115.4,2025-12-30,2025-12-31,256,False
Roman,Varials,43,96.5,2023-01-16,2026-05-03,257,False
Roman,Against The Current,42,46.0,2020-08-17,2025-03-21,258,False
Roman,Alter Bridge,42,105.5,2020-12-06,2026-03-27,259,False
Roman,Five Hundredth Year,42,101.6,2021-09-09,2022-03-20,260,False
Roman,I See Stars,42,54.3,2021-10-27,2025-09-22,261,False
Roman,Set It Off,42,68.6,2020-08-14,2022-08-10,262,False
Roman,Theory of a Deadman,42,52.9,2021-01-31,2023-05-29,263,False
Roman,AFI,41,47.7,2021-08-12,2023-02-05,264,False
Roman,Amaranthe,41,33.8,2021-11-26,2025-01-04,265,False
Roman,As December Falls,41,43.7,2020-06-18,2021-02-02,266,False
Roman,Attack Attack!,41,102.4,2021-11-15,2026-02-24,267,False
Roman,Daedric,41,119.8,2023-11-13,2026-01-25,268,False
Roman,Downswing,41,113.5,2025-09-03,2026-04-28,269,False
Roman,Framing Hanley,41,68.2,2020-12-15,2025-01-13,270,False
Roman,Hive,41,96.9,2025-01-25,2025-11-09,271,False
Roman,DEATHPHONK,40,68.8,2023-05-05,2025-01-06,272,False
Roman,Jonas Blue,40,63.6,2019-09-12,2021-01-02,273,True
Roman,The Word Alive,40,53.9,2021-09-15,2026-05-07,274,False
Roman,Why Don't We,40,38.2,2019-09-11,2020-09-11,275,False
Roman,LANDMVRKS,39,69.4,2021-05-16,2025-04-19,276,False
Roman,Not Enough Space,39,98.9,2024-07-18,2026-02-25,277,False
Roman,Sentinels,39,140.7,2023-08-31,2025-02-05,278,False
Roman,The John Candy,39,122.5,2023-08-22,2025-09-03,279,False
Roman,The Used,39,47.0,2020-11-16,2023-06-14,280,False
Roman,Arch Enemy,38,39.5,2021-10-22,2026-02-19,281,False
Roman,As I Lay Dying,38,81.6,2021-09-26,2026-04-15,282,False
Roman,Bad Wolves,38,40.4,2021-10-11,2024-11-03,283,False
Roman,Lollia,38,25.7,2023-09-03,2024-02-03,284,False
Roman,Jimmy Eat World,37,44.7,2021-08-05,2023-06-14,285,False
Roman,Orbit Culture,37,133.5,2021-10-25,2026-01-06,286,False
Roman,Caskets,36,41.2,2022-01-01,2026-01-26,287,False
Roman,Shawn Mendes,36,33.8,2019-09-06,2024-04-08,288,True
Roman,Silverstein,36,41.0,2021-09-15,2025-09-15,289,False
Roman,3 Doors Down,35,24.5,2020-12-22,2023-07-26,290,False
Roman,Alec Benjamin,35,56.4,2019-09-12,2024-05-16,291,False
Roman,Foo Fighters,35,20.0,2021-08-06,2023-06-25,292,False
Roman,Picture Me Broken,35,108.5,2021-07-08,2022-04-10,293,False
Roman,Saving Abel,35,55.3,2021-04-03,2022-05-18,294,False
Roman,Synsnake,35,116.0,2025-10-12,2026-01-30,295,False
Roman,TITVN,35,113.7,2024-11-22,2024-11-23,296,False
Roman,Amira Elfeky,34,46.5,2023-10-02,2026-04-25,297,False
Roman,Breathing Theory,34,54.1,2021-09-07,2022-01-01,298,False
Roman,Cassyette,34,68.3,2021-09-13,2025-04-21,299,False
Roman,Drowning Pool,34,35.3,2021-05-16,2024-04-30,300,False
Roman,Gideon,34,73.2,2023-04-30,2025-10-16,301,False
Roman,Jynx,34,57.9,2022-08-30,2023-05-31,302,False
Roman,Lonely Spring,34,110.6,2021-09-19,2022-01-01,303,False
Roman,Mick Gordon,34,15.8,2022-05-10,2026-05-06,304,False
Roman,Thy Art Is Murder,34,87.5,2023-07-31,2025-08-22,305,False
Roman,Epic Rap Battles of History,33,49.9,2023-02-15,2023-02-23,306,False
Roman,Hoobastank,33,25.6,2021-01-11,2023-10-16,307,False
Roman,The Weeknd,33,59.5,2023-10-08,2024-03-23,308,True
Roman,Too Close To Touch,33,79.5,2021-09-26,2024-10-21,309,False
Roman,While She Sleeps,33,49.6,2021-11-15,2026-04-14,310,False
Roman,5 Seconds of Summer,32,26.7,2019-09-11,2024-04-08,311,True
Roman,Deathly Hours,32,102.7,2025-08-25,2025-08-26,312,False
Roman,Killswitch Engage,32,47.9,2021-07-06,2026-03-27,313,False
Roman,Sabrina Carpenter,32,60.2,2019-09-12,2025-10-25,314,True
Roman,blink-182,32,23.9,2019-09-12,2022-10-16,315,False
Roman,Alien Ant Farm,31,69.9,2021-08-15,2023-01-30,316,False
Roman,Bilmuri,31,56.7,2020-09-13,2026-04-28,317,False
Roman,CORPSE,31,62.9,2023-07-02,2024-05-08,318,False
Roman,Caitlin Myers,31,125.5,2023-10-30,2023-12-09,319,False
Roman,Disembodied Tyrant,31,120.9,2025-02-27,2025-12-04,320,False
Roman,Hoshimachi Suisei,31,102.4,2024-08-05,2026-04-12,321,False
Roman,Hot Milk,31,47.2,2021-12-02,2024-11-25,322,False
Roman,Kesha,31,73.2,2019-09-11,2026-04-21,323,True
Roman,Left to Suffer,31,54.6,2023-06-04,2025-04-20,324,False
Roman,Maisie Peters,31,51.1,2019-10-15,2021-01-02,325,False
Roman,Periphery,31,63.0,2023-01-10,2026-04-26,326,False
Roman,Rob Zombie,31,37.5,2021-08-08,2023-06-07,327,False
Roman,Signs of the Swarm,31,78.8,2023-05-07,2025-09-15,328,False
Roman,UnityTX,31,28.7,2023-01-17,2026-04-06,329,False
Roman,zebrahead,31,41.8,2021-05-13,2022-10-31,330,False
Roman,Castle Rat,30,97.1,2023-09-04,2026-04-22,331,False
Roman,FEVER 333,30,19.1,2021-05-02,2024-08-27,332,False
Roman,Godsmack,30,23.0,2020-11-27,2023-12-10,333,False
Roman,Johari,30,94.1,2023-11-13,2025-03-05,334,False
Roman,Memory of a Melody,30,74.9,2025-10-22,2026-03-27,335,False
Roman,OneRepublic,30,27.5,2019-09-16,2024-04-08,336,True
Roman,Terminal Sleep,30,118.2,2024-06-09,2024-06-09,337,False
Roman,COCK ROACH,29,71.7,2026-01-01,2026-03-15,338,False
Roman,Ed Sheeran,29,64.7,2019-09-10,2024-04-07,339,True
Roman,Saliva,29,24.2,2021-04-08,2023-06-19,340,False
Roman,Smash Into Pieces,29,40.7,2020-08-26,2025-09-15,341,False
Roman,Stain The Canvas,29,72.1,2025-10-12,2025-12-17,342,False
Roman,Tonight Alive,29,54.8,2021-08-05,2022-09-13,343,False
Roman,Whitechapel,29,48.0,2023-08-17,2025-04-25,344,False
Roman,With Confidence,29,38.3,2021-09-15,2022-05-26,345,False
Roman,You Me At Six,29,30.6,2021-04-29,2022-05-06,346,False
Roman,AC/DC,28,21.3,2019-09-12,2024-05-16,347,False
Roman,Inertia,28,97.1,2023-07-08,2026-05-06,348,False
Roman,Megan Thee Stallion,28,103.6,2023-11-11,2024-06-14,349,True
Roman,Mudvayne,28,21.5,2021-04-25,2025-12-11,350,False
Roman,Simple Plan,28,53.1,2021-05-13,2023-01-09,351,False
Roman,Stand Atlantic,28,12.5,2021-09-15,2024-07-24,352,False
Roman,Stromae,28,96.5,2024-07-23,2026-04-27,353,False
Roman,Ariana Grande,27,28.8,2019-09-11,2025-07-22,354,True
Roman,Crazy Frog,27,46.9,2020-12-06,2021-12-15,355,False
Roman,Hyro The Hero,27,50.8,2022-01-15,2024-08-27,356,False
Roman,Lewis Capaldi,27,38.1,2019-09-13,2023-05-03,357,True
Roman,Red,27,51.5,2020-11-18,2023-09-18,358,False
Roman,Camila Cabello,26,17.6,2019-09-10,2022-04-21,359,True
Roman,Chester Bennington,26,5.5,2022-09-21,2023-01-26,360,False
Roman,Dead Posey,26,58.6,2022-01-15,2022-04-24,361,False
Roman,Infected Rain,26,85.0,2023-06-19,2026-03-22,362,False
Roman,KennyHoopla,26,4.9,2021-08-11,2023-09-06,363,False
Roman,Marilyn Manson,26,30.8,2021-05-18,2022-09-02,364,False
Roman,RUNE,26,72.9,2026-03-31,2026-04-22,365,False
Roman,Cold,25,27.7,2020-11-22,2023-01-30,366,False
Roman,Crossfade,25,33.6,2021-04-01,2023-01-09,367,False
Roman,Demi Lovato,25,29.9,2019-09-11,2026-04-21,368,True
Roman,Dying Wish,25,54.1,2023-10-03,2026-05-10,369,False
Roman,James Liam Figueroa,25,79.3,2026-03-19,2026-03-28,370,False
Roman,Lake Malice,25,72.4,2025-11-24,2026-02-26,371,False
Roman,NF,25,21.2,2019-09-13,2023-09-07,372,False
Roman,Ov Sulfur,25,40.7,2023-05-07,2025-04-01,373,False
Roman,Zedd,25,27.3,2019-09-06,2021-07-06,374,False
Roman,blessthefall,25,54.3,2022-12-06,2025-10-06,375,False
Roman,grandson,25,22.1,2021-09-22,2023-05-26,376,False
Roman,Anamanaguchi,24,20.8,2021-04-13,2021-12-01,377,False
Roman,Crown Magnetar,24,48.5,2025-03-16,2025-11-30,378,False
Roman,Ladeside,24,54.2,2025-12-07,2025-12-21,379,False
Roman,Nonpoint,24,47.0,2021-05-27,2023-06-22,380,False
Roman,Onlap,24,43.8,2021-05-02,2023-07-26,381,False
Roman,Revnoir,24,63.5,2023-11-20,2025-12-04,382,False
Roman,Saint Asonia,24,24.3,2020-12-15,2023-06-19,383,False
Roman,Written by Wolves,24,31.8,2020-07-02,2022-04-26,384,False
Roman,Brand of Sacrifice,23,42.8,2022-11-09,2025-04-20,385,False
Roman,Deadlands,23,42.0,2023-10-23,2026-05-02,386,False
Roman,Doja Cat,23,30.7,2024-04-28,2024-05-16,387,True
Roman,Dope,23,32.8,2021-05-28,2024-01-09,388,False
Roman,Enterprise Earth,23,61.1,2023-06-04,2025-12-04,389,False
Roman,Leprous,23,16.3,2023-10-05,2025-08-17,390,False
Roman,Madison Beer,23,40.4,2019-09-12,2024-06-19,391,False
Roman,Manafest,23,23.8,2021-05-09,2023-01-22,392,False
Roman,Our Promise,23,78.8,2023-05-03,2026-03-18,393,False
Roman,Puddle Of Mudd,23,10.7,2021-04-29,2022-09-20,394,False
Roman,Red Handed Denial,23,53.3,2020-08-09,2026-04-14,395,False
Roman,State Champs,23,24.1,2021-09-15,2022-05-26,396,False
Roman,vianova,23,63.9,2023-11-13,2026-04-28,397,False
Roman,Audioslave,22,12.6,2021-08-15,2026-02-26,398,False
Roman,Blind Channel,22,11.6,2021-08-10,2024-10-21,399,False
Roman,Chad Tepper,22,23.1,2021-09-19,2022-03-04,400,False
Roman,Filth,22,50.0,2024-06-24,2025-03-05,401,False
Roman,NOTD,22,43.2,2019-09-06,2024-10-22,402,False
Roman,Story Of The Year,22,22.3,2021-07-08,2023-06-07,403,False
Roman,Suicide Silence,22,35.9,2022-04-09,2024-11-01,404,False
Roman,Sunday Night Low,22,76.7,2025-10-16,2025-10-16,405,False
Roman,The Veer Union,22,33.6,2021-08-01,2025-11-30,406,False
Roman,To The Grave,22,33.9,2023-04-30,2025-08-25,407,False
Roman,Alexey Vorobyov,21,71.9,2025-09-21,2025-09-21,408,False
Roman,Annisokay,21,35.0,2023-05-31,2026-02-17,409,False
Roman,Cage Fight,21,61.2,2026-02-07,2026-02-15,410,False
Roman,Dead Rabbitts,21,68.1,2023-11-20,2024-10-21,411,False
Roman,GHØSTKID,21,45.9,2021-12-13,2024-12-04,412,False
Roman,Lady Gaga,21,16.3,2019-09-12,2026-04-21,413,True
Roman,Lift The Curse,21,73.4,2023-11-14,2025-06-19,414,False
Roman,Midwinter,21,51.4,2024-12-09,2026-04-28,415,False
Roman,Muse,21,8.7,2021-07-11,2023-06-07,416,False
Roman,New Found Glory,21,19.5,2021-10-12,2022-03-07,417,False
Roman,Nita Strauss,21,14.4,2021-10-22,2023-12-12,418,False
Roman,Ocean of Illusions,21,65.3,2025-10-19,2025-10-20,419,False
Roman,RedHook,21,8.7,2020-08-17,2024-11-18,420,False
Roman,SXYGX,21,31.3,2025-06-06,2025-06-06,421,False
Roman,Skarlett Riot,21,32.7,2021-11-27,2023-06-19,422,False
Roman,Social Repose,21,4.4,2020-07-03,2020-09-11,423,False
Roman,Stitched Up Heart,21,16.4,2021-11-27,2023-11-26,424,False
Roman,The Ghost Inside,21,45.1,2022-04-09,2024-05-28,425,False
Roman,Volumes,21,30.0,2021-09-09,2026-02-23,426,False
Roman,YUNGBLUD,21,14.7,2021-10-07,2024-01-15,427,True
Roman,Zara Larsson,21,19.8,2019-09-11,2021-01-02,428,False
Roman,reverie,21,43.9,2025-05-06,2025-05-19,429,False
Roman,Anarbor,20,42.0,2021-09-26,2021-12-21,430,False
Roman,Attila,20,38.1,2021-08-10,2024-08-23,431,False
Roman,BOI WHAT,20,41.8,2023-09-18,2023-12-04,432,False
Roman,Barbie Sailers,20,22.3,2020-07-02,2022-02-27,433,False
Roman,Catch Your Breath,20,33.8,2023-05-29,2026-04-26,434,False
Roman,Cheat Codes,20,11.7,2019-09-10,2021-11-17,435,False
Roman,Crown The Empire,20,30.4,2021-11-15,2024-04-24,436,False
Roman,Delain,20,23.0,2021-11-28,2024-12-21,437,False
Roman,Strung Out,20,57.1,2021-09-07,2022-11-17,438,False
Roman,The Cardigans,20,60.5,2024-06-19,2024-06-23,439,True
Roman,Tiësto,20,42.0,2019-10-07,2025-03-04,440,False
Roman,Upon A Burning Body,20,35.6,2022-04-09,2025-04-04,441,False
Roman,Yours Truly,20,39.7,2020-08-17,2022-03-04,442,False
Roman,ten56.,20,25.8,2021-10-12,2025-09-15,443,False
Roman,AS IT IS,19,21.3,2021-12-15,2022-06-18,444,False
Roman,Alexandra Căpitănescu,19,49.4,2026-05-03,2026-05-03,445,False
Roman,Badflower,19,38.2,2021-05-23,2023-06-22,446,False
Roman,Beyoncé,19,9.8,2019-09-11,2026-04-14,447,True
Roman,Daughtry,19,42.7,2021-08-17,2023-05-07,448,False
Roman,Farewell to Fear,19,48.0,2022-02-25,2022-10-03,449,False
